userID,itemID,rating,timestamp
16,3998,2,1616817257509
70,7817,3,1616817257509
36,7057,3,1616817257509
40,5094,3,1616817257509
56,96,3,1616817257509
54,8494,3,1616817257509
55,2308,2,1616817257509
75,9660,4,1616817257509
5,262,2,1616817257509
81,1107,5,1616817257509
7,4564,3,1616817257509
56,9242,1,1616817257509
78,6019,1,1616817257509
11,1292,5,1616817257509
70,5254,1,1616817257509
79,8910,3,1616817257509
3,2474,5,1616817257509
56,825,2,1616817257509
54,6578,2,1616817257509
13,6037,2,1616817257509
18,1676,3,1616817257509
60,4200,1,1616817257509
49,7959,5,1616817257509
93,3177,4,1616817257509
75,1456,2,1616817257509
55,1430,5,1616817257509
21,1462,2,1616817257509
20,9832,5,1616817257509
2,9836,4,1616817257509
40,5885,3,1616817257509
26,5669,3,1616817257509
63,4545,5,1616817257509
88,5863,3,1616817257509
50,1057,2,1616817257509
21,9324,4,1616817257509
13,8668,1,1616817257509
40,3374,5,1616817257509
89,7874,4,1616817257509
57,9026,4,1616817257509
45,1754,3,1616817257509
39,624,3,1616817257509
62,659,1,1616817257509
95,3780,5,1616817257509
24,2745,4,1616817257509
70,2478,4,1616817257509
88,2921,3,1616817257509
28,7114,4,1616817257509
93,2162,2,1616817257509
21,7797,4,1616817257509
36,9277,2,1616817257509
86,8334,5,1616817257509
83,3192,3,1616817257509
34,1594,5,1616817257509
22,299,1,1616817257509
8,2609,5,1616817257509
52,6417,1,1616817257509
84,3045,4,1616817257509
75,2535,3,1616817257509
58,9470,4,1616817257509
75,4006,2,1616817257509
51,1165,3,1616817257509
98,2296,2,1616817257509
56,6972,2,1616817257509
8,886,3,1616817257509
88,4363,2,1616817257509
88,3214,3,1616817257509
45,4734,2,1616817257509
25,4139,3,1616817257509
24,9188,3,1616817257509
38,9096,2,1616817257509
77,6422,3,1616817257509
80,1365,1,1616817257509
32,2207,4,1616817257509
97,9618,4,1616817257509
70,1566,4,1616817257509
61,4063,2,1616817257509
11,3951,5,1616817257509
50,3873,5,1616817257509
99,8170,5,1616817257509
0,9781,3,1616817257509
10,1979,3,1616817257509
44,4325,2,1616817257509
93,6379,4,1616817257509
14,3151,5,1616817257509
87,4217,4,1616817257509
79,8812,1,1616817257509
89,8412,1,1616817257509
72,1679,5,1616817257509
18,8215,1,1616817257509
81,5782,5,1616817257509
93,6190,1,1616817257509
75,4449,1,1616817257509
21,5287,5,1616817257509
36,6223,3,1616817257509
94,2685,5,1616817257509
75,4176,2,1616817257509
30,2821,2,1616817257509
22,6185,3,1616817257509
3,163,1,1616817257509
62,9966,4,1616817257509
81,8375,5,1616817257509
24,7716,2,1616817257509
53,8678,5,1616817257509
9,358,4,1616817257509
56,982,1,1616817257509
29,2307,1,1616817257509
28,6888,4,1616817257509
92,4124,4,1616817257509
79,6768,5,1616817257509
9,716,4,1616817257509
58,58,2,1616817257509
73,1363,4,1616817257509
20,6479,3,1616817257509
17,4378,4,1616817257509
68,454,2,1616817257509
36,4442,2,1616817257509
80,9981,1,1616817257509
39,6464,1,1616817257509
93,1409,4,1616817257509
52,5098,5,1616817257509
69,6436,2,1616817257509
17,891,2,1616817257509
36,5500,1,1616817257509
81,3139,2,1616817257509
80,7580,5,1616817257509
92,6371,5,1616817257509
13,5787,2,1616817257509
41,7557,4,1616817257509
94,3271,5,1616817257509
92,3973,5,1616817257509
39,1806,2,1616817257509
50,7192,2,1616817257509
47,4009,5,1616817257509
52,5949,2,1616817257509
73,1577,3,1616817257509
25,2108,1,1616817257509
4,8395,4,1616817257509
46,173,4,1616817257509
9,5607,2,1616817257509
33,1348,1,1616817257509
33,785,3,1616817257509
33,4695,4,1616817257509
76,3604,5,1616817257509
97,2187,1,1616817257509
14,571,5,1616817257509
69,4530,2,1616817257509
49,705,2,1616817257509
44,3030,5,1616817257509
20,9207,3,1616817257509
89,6531,2,1616817257509
64,1778,4,1616817257509
45,6346,5,1616817257509
95,5705,5,1616817257509
63,8938,1,1616817257509
9,7783,5,1616817257509
23,6859,5,1616817257509
34,2236,5,1616817257509
91,5625,2,1616817257509
18,4156,5,1616817257509
48,1313,2,1616817257509
43,5711,5,1616817257509
88,7004,1,1616817257509
74,6109,3,1616817257509
9,213,3,1616817257509
34,843,2,1616817257509
82,7326,5,1616817257509
47,8723,3,1616817257509
99,70,5,1616817257509
50,8645,1,1616817257509
17,7628,1,1616817257509
82,1134,1,1616817257509
46,4648,4,1616817257509
64,8822,4,1616817257509
21,1236,4,1616817257509
36,2646,3,1616817257509
89,2824,5,1616817257509
61,9004,5,1616817257509
86,5095,4,1616817257509
90,5759,1,1616817257509
37,1379,4,1616817257509
34,2710,1,1616817257509
51,1665,1,1616817257509
20,3270,1,1616817257509
55,8578,3,1616817257509
4,327,5,1616817257509
60,5126,4,1616817257509
56,9378,4,1616817257509
29,9997,4,1616817257509
57,2316,3,1616817257509
31,9300,1,1616817257509
89,5803,4,1616817257509
57,1385,1,1616817257509
64,7310,4,1616817257509
67,5610,3,1616817257509
86,81,1,1616817257509
97,1726,5,1616817257509
53,9466,3,1616817257509
76,4408,4,1616817257509
19,9626,4,1616817257509
57,213,2,1616817257509
45,4920,4,1616817257509
3,6055,2,1616817257509
71,4895,5,1616817257509
98,665,5,1616817257509
39,9573,3,1616817257509
60,5109,2,1616817257509
60,1458,1,1616817257509
80,8477,1,1616817257509
48,993,5,1616817257509
71,7563,3,1616817257509
62,5704,4,1616817257509
12,2861,3,1616817257509
11,9045,3,1616817257509
11,1849,2,1616817257509
32,4725,2,1616817257509
28,2825,3,1616817257509
98,1531,3,1616817257509
97,9970,3,1616817257509
88,7153,1,1616817257509
22,6012,2,1616817257509
84,1856,5,1616817257509
65,3939,3,1616817257509
19,4601,1,1616817257509
20,9740,3,1616817257509
47,778,3,1616817257509
66,9216,4,1616817257509
13,523,3,1616817257509
49,94,2,1616817257509
35,8819,1,1616817257509
56,9215,2,1616817257509
18,219,5,1616817257509
26,5345,3,1616817257509
49,2991,5,1616817257509
98,4864,4,1616817257509
47,4072,3,1616817257509
76,5563,5,1616817257509
11,1754,4,1616817257509
18,5477,5,1616817257509
52,6583,5,1616817257509
85,2270,1,1616817257509
68,488,4,1616817257509
40,704,4,1616817257509
23,8040,4,1616817257509
89,2690,3,1616817257509
57,8953,1,1616817257509
81,8818,5,1616817257509
48,5902,5,1616817257509
60,30,4,1616817257509
84,5409,3,1616817257509
95,9557,2,1616817257509
24,4933,1,1616817257509
15,1122,2,1616817257509
83,5683,2,1616817257509
94,2403,2,1616817257509
38,5345,2,1616817257509
28,7801,1,1616817257509
87,1875,3,1616817257509
56,1253,4,1616817257509
24,8007,3,1616817257509
85,3429,2,1616817257509
79,5313,4,1616817257509
69,1962,4,1616817257509
64,3513,3,1616817257509
43,3955,3,1616817257509
82,7977,4,1616817257509
35,70,2,1616817257509
7,587,4,1616817257509
35,3215,2,1616817257509
2,8214,4,1616817257509
63,5966,4,1616817257509
62,773,3,1616817257509
38,9384,1,1616817257509
48,2024,4,1616817257509
92,659,2,1616817257509
95,3912,4,1616817257509
96,9351,5,1616817257509
93,9308,4,1616817257509
47,8823,1,1616817257509
29,6226,4,1616817257509
26,8765,4,1616817257509
94,3236,2,1616817257509
18,5059,4,1616817257509
83,4792,5,1616817257509
93,2958,3,1616817257509
1,331,4,1616817257509
84,2977,1,1616817257509
25,1698,5,1616817257509
32,38,5,1616817257509
3,242,4,1616817257509
14,4022,1,1616817257509
49,5525,4,1616817257509
79,148,2,1616817257509
10,8347,2,1616817257509
10,6935,5,1616817257509
7,4157,1,1616817257509
27,4278,5,1616817257509
68,6755,5,1616817257509
13,2756,2,1616817257509
53,9254,5,1616817257509
74,8750,1,1616817257509
86,5271,1,1616817257509
66,1283,1,1616817257509
83,3881,3,1616817257509
42,9595,4,1616817257509
39,8301,2,1616817257509
60,4112,2,1616817257509
74,3562,5,1616817257509
42,4164,1,1616817257509
48,5292,3,1616817257509
55,6776,2,1616817257509
0,2063,1,1616817257509
46,1296,1,1616817257509
58,1289,5,1616817257509
92,9271,3,1616817257509
29,8214,2,1616817257509
51,3963,2,1616817257509
40,9853,5,1616817257509
94,3881,1,1616817257509
81,8667,3,1616817257509
73,8553,1,1616817257509
76,7481,4,1616817257509
20,7661,2,1616817257509
8,5164,5,1616817257509
54,332,5,1616817257509
13,8510,2,1616817257509
95,5482,1,1616817257509
81,4412,3,1616817257509
81,1283,5,1616817257509
96,4771,2,1616817257509
81,5877,4,1616817257509
48,2028,2,1616817257509
32,1038,5,1616817257509
12,2388,1,1616817257509
4,6465,2,1616817257509
83,1019,1,1616817257509
9,1376,5,1616817257509
8,3117,2,1616817257509
88,8764,3,1616817257509
29,124,3,1616817257509
22,5346,4,1616817257509
23,3356,3,1616817257509
35,4969,4,1616817257509
49,2212,1,1616817257509
15,6101,4,1616817257509
69,3625,2,1616817257509
27,5669,1,1616817257509
61,5807,2,1616817257509
38,4801,5,1616817257509
62,4300,2,1616817257509
63,8791,1,1616817257509
22,5600,3,1616817257509
16,9914,5,1616817257509
70,8220,2,1616817257509
86,4717,5,1616817257509
31,6081,5,1616817257509
75,591,3,1616817257509
52,1215,5,1616817257509
4,8039,1,1616817257509
99,7296,5,1616817257509
75,1684,4,1616817257509
56,5549,5,1616817257509
69,5197,4,1616817257509
21,3869,4,1616817257509
9,9570,3,1616817257509
20,3880,5,1616817257509
90,2509,5,1616817257509
33,8217,2,1616817257509
12,7021,3,1616817257509
62,8780,4,1616817257509
9,9799,5,1616817257509
46,3976,2,1616817257509
21,4255,5,1616817257509
51,1864,2,1616817257509
49,9509,3,1616817257509
37,1705,2,1616817257509
2,3197,1,1616817257509
25,8475,2,1616817257509
37,1845,1,1616817257509
91,2720,4,1616817257509
93,190,1,1616817257509
87,9272,2,1616817257509
41,4852,2,1616817257509
61,8898,2,1616817257509
79,6618,2,1616817257509
45,2429,2,1616817257509
44,8241,2,1616817257509
65,5495,5,1616817257509
59,153,3,1616817257509
78,1641,1,1616817257509
73,3967,3,1616817257509
24,9685,3,1616817257509
40,3212,5,1616817257509
35,9380,1,1616817257509
54,1582,5,1616817257509
61,8146,1,1616817257509
16,7171,1,1616817257509
66,1935,4,1616817257509
83,9658,1,1616817257509
88,3710,5,1616817257509
17,344,4,1616817257509
9,3625,1,1616817257509
4,3488,3,1616817257509
94,7184,4,1616817257509
39,5692,1,1616817257509
24,5990,2,1616817257509
30,9317,1,1616817257509
79,7031,4,1616817257509
90,1387,4,1616817257509
41,5648,5,1616817257509
64,7070,5,1616817257509
71,9854,1,1616817257509
39,1170,3,1616817257509
5,5550,2,1616817257509
12,3008,5,1616817257509
84,402,2,1616817257509
95,9649,3,1616817257509
1,3570,5,1616817257509
97,986,2,1616817257509
53,1373,1,1616817257509
19,4806,1,1616817257509
90,32,4,1616817257509
86,2642,2,1616817257509
17,4874,4,1616817257509
84,4701,3,1616817257509
24,3949,3,1616817257509
44,2066,5,1616817257509
9,2710,2,1616817257509
52,7545,3,1616817257509
75,2314,2,1616817257509
22,2059,3,1616817257509
53,8405,2,1616817257509
39,9103,1,1616817257509
43,2861,2,1616817257509
3,8815,1,1616817257509
66,2648,5,1616817257509
33,8500,4,1616817257509
76,6936,2,1616817257509
43,3043,5,1616817257509
31,6996,4,1616817257509
66,3226,1,1616817257509
14,6949,2,1616817257509
76,6311,2,1616817257509
43,3728,3,1616817257509
79,3504,2,1616817257509
82,1680,4,1616817257509
98,6545,3,1616817257509
6,9817,4,1616817257509
38,2523,4,1616817257509
96,1322,5,1616817257509
68,9889,4,1616817257509
9,1631,1,1616817257509
99,6247,3,1616817257509
61,9883,5,1616817257509
34,8674,1,1616817257509
52,3466,2,1616817257509
71,9719,1,1616817257509
15,1910,5,1616817257509
86,5189,1,1616817257509
75,8983,2,1616817257509
34,4182,5,1616817257509
66,5432,2,1616817257509
32,482,3,1616817257509
23,8088,5,1616817257509
51,9507,2,1616817257509
32,3196,3,1616817257509
57,9701,5,1616817257509
65,7209,1,1616817257509
85,9975,4,1616817257509
6,7293,1,1616817257509
98,6954,3,1616817257509
60,5756,5,1616817257509
69,8292,5,1616817257509
82,5078,1,1616817257509
49,2621,3,1616817257509
20,6453,2,1616817257509
72,8289,3,1616817257509
6,8360,4,1616817257509
60,7049,1,1616817257509
11,8974,4,1616817257509
76,4765,1,1616817257509
45,3834,1,1616817257509
87,7028,2,1616817257509
85,2736,5,1616817257509
84,153,4,1616817257509
26,4250,1,1616817257509
11,1154,1,1616817257509
78,7759,2,1616817257509
51,9703,2,1616817257509
73,6748,1,1616817257509
88,882,1,1616817257509
46,1530,1,1616817257509
61,5833,4,1616817257509
62,1468,4,1616817257509
36,2069,3,1616817257509
35,8710,5,1616817257509
24,5748,1,1616817257509
84,8572,1,1616817257509
14,1607,3,1616817257509
95,3034,4,1616817257509
20,7442,4,1616817257509
35,6735,2,1616817257509
89,7133,3,1616817257509
45,443,1,1616817257509
61,7264,4,1616817257509
94,4140,5,1616817257509
90,1221,3,1616817257509
2,9199,3,1616817257509
82,276,2,1616817257509
3,3780,3,1616817257509
86,8500,3,1616817257509
53,9126,5,1616817257509
53,6534,3,1616817257509
18,2838,2,1616817257509
32,9096,5,1616817257509
63,4613,1,1616817257509
22,8771,3,1616817257509
51,939,2,1616817257509
0,372,1,1616817257509
23,9910,3,1616817257509
66,7794,2,1616817257509
74,5420,5,1616817257509
27,6612,1,1616817257509
20,7099,5,1616817257509
25,8803,3,1616817257509
8,8413,5,1616817257509
16,7822,3,1616817257509
2,1593,2,1616817257509
92,1704,2,1616817257509
65,876,4,1616817257509
89,2288,2,1616817257509
4,5653,1,1616817257509
97,5924,4,1616817257509
13,705,2,1616817257509
63,3652,5,1616817257509
16,4323,2,1616817257509
16,2311,2,1616817257509
8,2929,5,1616817257509
87,3931,3,1616817257509
99,899,2,1616817257509
99,2253,1,1616817257509
33,910,3,1616817257509
96,7067,2,1616817257509
41,6293,5,1616817257509
59,1763,3,1616817257509
59,6870,4,1616817257509
64,2916,4,1616817257509
3,2977,1,1616817257509
28,2482,2,1616817257509
37,7626,2,1616817257509
87,8998,4,1616817257509
9,3790,2,1616817257509
64,6540,1,1616817257509
31,7046,4,1616817257509
99,9061,3,1616817257509
61,9785,4,1616817257509
73,3710,3,1616817257509
66,2461,3,1616817257509
5,550,4,1616817257509
79,8839,2,1616817257509
49,9098,1,1616817257509
44,7683,4,1616817257509
52,6024,1,1616817257509
64,4372,4,1616817257509
5,5979,1,1616817257509
53,1083,2,1616817257509
42,6408,5,1616817257509
37,1439,3,1616817257509
58,2325,1,1616817257509
80,851,3,1616817257509
10,7069,4,1616817257509
62,2195,1,1616817257509
43,7791,5,1616817257509
64,7043,3,1616817257509
88,1741,2,1616817257509
30,6238,4,1616817257509
42,4445,3,1616817257509
12,6016,1,1616817257509
87,8950,4,1616817257509
24,1544,2,1616817257509
60,7308,1,1616817257509
96,5408,4,1616817257509
26,563,5,1616817257509
64,57,1,1616817257509
84,1972,5,1616817257509
44,2467,4,1616817257509
57,6717,4,1616817257509
23,3685,4,1616817257509
75,3657,2,1616817257509
83,4644,4,1616817257509
89,9431,4,1616817257509
